sample_id	oncotree_code	organ	tissue	st_technology	disease_state	priority_tier	exclude_reason	n_spots	n_spots_norm	nb_genes	inter_spot_dist	area_mm2	area_zscore	fullres_px_w	fullres_px_h	pixel_size_um
NCBI503		Skin	Skin	Visium	Diseased	skip	low_spots(985)	985	985.0	20613	100.0	71.7	0.16	15983	16233	0.5257
NCBI498		Skin	Skin	Visium	Diseased	skip	low_spots(698)	698	698.0	20613	100.0	72.1	0.17	15983	16209	0.5277
NCBI497		Skin	Skin	Visium	Diseased	skip	low_spots(765)	765	765.0	20613	100.0	71.5	0.15	15983	16205	0.5253
NCBI496		Skin	Skin	Visium	Diseased	skip	low_spots(697)	697	697.0	20613	100.0	71.6	0.15	15983	16215	0.5256
NCBI495		Skin	Skin	Visium	Diseased	skip	low_spots(706)	706	706.0	20613	100.0	76.0	0.28	16917	16217	0.5265
NCBI494		Skin	Skin	Visium	Diseased	skip	low_spots(508)	508	508.0	20613	100.0	71.7	0.16	15983	16228	0.5258
NCBI493		Skin	Skin	Visium	Diseased	skip	low_spots(566)	566	566.0	20613	100.0	71.6	0.15	15983	16216	0.5256
NCBI492		Skin	Skin	Visium	Diseased	skip	low_spots(814)	814	814.0	20613	100.0	71.6	0.15	15983	16211	0.5257
NCBI491		Skin	Skin	Visium	Diseased	skip	low_spots(913)	913	913.0	20613	100.0	71.9	0.16	15983	16221	0.5267
NCBI490		Skin	Skin	Visium	Diseased	skip	low_spots(617)	617	617.0	20613	100.0	71.9	0.16	15983	16220	0.5267
NCBI489		Skin	Skin	Visium	Diseased	skip	low_spots(585)	585	585.0	20613	100.0	71.8	0.16	15983	16206	0.5265
NCBI488		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1021	1021.0	20613	100.0	72.0	0.17	15983	16235	0.5268
NCBI487		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1014	1014.0	20613	100.0	71.7	0.16	15983	16201	0.5261
NCBI486		Skin	Skin	Visium	Diseased	skip	low_spots(305)	305	305.0	20613	100.0	81.7	0.44	16917	17451	0.5261
NCBI485		Skin	Skin	Visium	Diseased	skip	low_spots(545)	545	545.0	20613	100.0	71.7	0.16	15983	16224	0.5259
NCBI484		Skin	Skin	Visium	Diseased	skip	low_spots(713)	713	713.0	20613	100.0	71.6	0.15	15983	16211	0.5257
NCBI483		Skin	Skin	Visium	Diseased	skip	low_spots(923)	923	923.0	20613	100.0	71.8	0.16	15983	16210	0.5264
NCBI482		Skin	Skin	Visium	Diseased	skip	low_spots(625)	625	625.0	20613	100.0	71.8	0.16	15983	16216	0.5262
NCBI481		Skin	Skin	Visium	Diseased	skip	low_spots(651)	651	651.0	20613	100.0	72.0	0.17	15983	16235	0.5268
NCBI480		Skin	Skin	Visium	Diseased	skip	low_spots(695)	695	695.0	20613	100.0	71.7	0.16	15983	16224	0.5259
NCBI479		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1040	1040.0	20613	100.0	72.0	0.16	15983	16207	0.5271
NCBI478		Skin	Skin	Visium	Diseased	skip	low_spots(790)	790	790.0	20613	100.0	71.8	0.16	15983	16209	0.5264
NCBI477		Skin	Skin	Visium	Diseased	skip	low_spots(791)	791	791.0	20613	100.0	71.6	0.15	15983	16205	0.5259
NCBI476		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1144	1144.0	20613	100.0	71.9	0.16	15983	16222	0.5266
NCBI475		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1414	1414.0	20613	100.0	71.9	0.16	15983	16235	0.5262
NCBI474		Skin	Skin	Visium	Diseased	skip	low_spots(598)	598	598.0	20613	100.0	71.1	0.14	15983	16203	0.5241
NCBI473		Skin	Skin	Visium	Diseased	skip	low_spots(744)	744	744.0	20613	100.0	81.2	0.42	16917	17433	0.5246
NCBI472		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1122	1122.0	20613	100.0	76.6	0.29	15983	17444	0.5243
NCBI471		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1117	1117.0	20613	100.0	80.5	0.4	16917	17445	0.5223
NCBI470		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1350	1350.0	20613	100.0	71.0	0.14	15983	16196	0.5237
NCBI469		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1504	1504.0	20613	100.0	71.0	0.14	15983	16190	0.5239
NCBI468		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1964	1964.0	20613	100.0	74.6	0.24	8158	8192	1.0568
NCBI467		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1906	1906.0	20613	100.0	72.3	0.17	7941	8192	1.0542
NCBI466		Skin	Skin	Visium	Diseased	skip	low_spots(691)	691	691.0	20613	100.0	72.4	0.18	7953	8192	1.0542
NCBI465		Skin	Skin	Visium	Diseased	skip	low_spots(736)	736	736.0	20613	100.0	72.0	0.17	7950	8192	1.0517
NCBI464		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1979	1979.0	20613	100.0	69.7	0.1	8192	8126	1.0232
NCBI463		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1253	1253.0	20613	100.0	74.7	0.24	8182	8192	1.0555
NCBI462		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	2043	2043.0	20613	100.0	72.2	0.17	7954	8192	1.053
NCBI461		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1987	1987.0	20613	100.0	74.4	0.23	8136	8192	1.0568
NCBI460		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1951	1951.0	20613	100.0	69.5	0.09	8192	8136	1.0208
NCBI452		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	483	483.0	22127	100.0	70.6	0.13	12317	12031	0.6903
NCBI451		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	619	619.0	22127	100.0	69.9	0.11	12368	11839	0.6907
NCBI450		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	652	652.0	22127	100.0	68.9	0.08	12272	11839	0.6887
NCBI449		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	561	561.0	22127	100.0	70.3	0.12	12368	11935	0.6899
NCBI448		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	574	574.0	22127	100.0	70.4	0.12	12368	11935	0.6907
NCBI447		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	444	444.0	22127	100.0	68.5	0.07	12171	11839	0.6895
NCBI446		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	704	704.0	22127	100.0	68.1	0.06	11888	11981	0.6915
NCBI445		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	556	556.0	22127	100.0	69.2	0.09	12126	11935	0.6913
NCBI444		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	710	710.0	22127	100.0	67.1	0.03	11792	11981	0.689
NCBI443		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	695	695.0	22127	100.0	67.5	0.04	11984	11839	0.6897
NCBI442		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	585	585.0	22127	100.0	69.8	0.1	12323	11935	0.6891
NCBI441		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	573	573.0	22127	100.0	72.4	0.17	12747	11981	0.6884
NCBI440		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	642	642.0	22127	100.0	70.1	0.11	12126	12127	0.6904
NCBI439		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	711	711.0	22127	100.0	68.1	0.06	12176	11744	0.6901
NCBI438		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	696	696.0	22127	100.0	70.4	0.12	12272	11981	0.692
NCBI437		Spinal cord	Spinal cord	Visium	Healthy	skip	non_cancer	550	550.0	22127	100.0	71.9	0.16	11792	12749	0.6917
NCBI436		Eye	Lacrimal gland	Visium	Healthy	skip	non_cancer	1135	1135.0	32285	100.0	62.6	-0.1	10547	10506	0.7519
NCBI435		Eye	Lacrimal gland	Visium	Healthy	skip	non_cancer	1106	1106.0	32285	100.0	65.0	-0.03	10612	10828	0.7521
NCBI434		Eye	Lacrimal gland	Visium	Diseased	skip	no_cancer_organ	1530	1530.0	32285	100.0	65.6	-0.01	10550	10983	0.7524
NCBI433		Eye	Lacrimal gland	Visium	Diseased	skip	no_cancer_organ	1505	1505.0	32285	100.0	65.8	-0.01	10606	10960	0.7524
NCBI410		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	152	608.0	23371	200.0	40.6	-0.71	9241	9609	0.6758
NCBI409		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	197	788.0	23371	200.0	42.7	-0.65	9241	9885	0.6837
NCBI408		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	240	960.0	23371	200.0	43.3	-0.63	9252	9916	0.6868
NCBI407		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	218	872.0	23371	200.0	42.5	-0.66	9249	9907	0.6808
NCBI406		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	269	1076.0	23371	200.0	46.8	-0.54	9264	9927	0.7136
NCBI405		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	274	1096.0	23371	200.0	41.6	-0.68	9220	9936	0.674
NCBI404		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	287	1148.0	23371	200.0	43.5	-0.63	9288	9929	0.6868
NCBI403		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	326	1304.0	23371	200.0	43.5	-0.63	9277	9927	0.6876
NCBI402		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	361	1444.0	23371	200.0	44.5	-0.6	9272	9905	0.6961
NCBI401		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	357	1428.0	23371	200.0	44.1	-0.61	9268	9915	0.6926
NCBI400		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	393	1572.0	23371	200.0	43.6	-0.62	9302	9919	0.6878
NCBI399		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	403	1612.0	23371	200.0	43.2	-0.64	9294	9889	0.6857
NCBI398		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	488	1952.0	23371	200.0	43.7	-0.62	9270	9900	0.6904
NCBI397		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	461	1844.0	23371	200.0	43.0	-0.64	9259	9911	0.6843
NCBI396		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	381	1524.0	23371	200.0	42.9	-0.64	9275	9905	0.6837
NCBI395		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	470	1880.0	23371	200.0	43.5	-0.63	9287	9896	0.6881
NCBI394		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	491	1964.0	23371	200.0	43.4	-0.63	9272	9909	0.6871
NCBI393		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	512	2048.0	23371	200.0	42.1	-0.67	9282	9908	0.6767
NCBI392		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	487	1948.0	23371	200.0	43.2	-0.64	9283	9882	0.6866
NCBI391		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	522	2088.0	23371	200.0	43.5	-0.63	9309	9894	0.687
NCBI390		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	494	1976.0	23371	200.0	43.5	-0.63	9295	9939	0.6866
NCBI389		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	506	2024.0	23371	200.0	43.1	-0.64	9248	9908	0.6856
NCBI388		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	546	2184.0	23371	200.0	43.8	-0.62	9281	9918	0.6896
NCBI387		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	433	1732.0	23371	200.0	41.4	-0.69	9261	9914	0.6715
NCBI386		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	509	2036.0	23371	200.0	43.4	-0.63	9269	9900	0.6879
NCBI385		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	580	2320.0	23371	200.0	43.3	-0.63	9256	9895	0.6874
NCBI384		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	589	2356.0	23371	200.0	43.3	-0.63	9279	9863	0.6876
NCBI383		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	556	2224.0	23371	200.0	42.4	-0.66	9267	9880	0.6801
NCBI382		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	546	2184.0	23371	200.0	43.2	-0.64	9269	9897	0.6866
NCBI381		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	560	2240.0	23371	200.0	43.4	-0.63	9256	9881	0.6888
NCBI380		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	519	2076.0	23371	200.0	44.1	-0.61	9303	9914	0.6917
NCBI379		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	581	2324.0	23371	200.0	43.8	-0.62	9245	9905	0.6916
NCBI378		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	603	2412.0	23371	200.0	43.8	-0.62	9288	9894	0.6901
NCBI377		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	577	2308.0	23371	200.0	44.0	-0.62	9272	9873	0.6931
NCBI376		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	571	2284.0	23371	200.0	43.3	-0.63	9276	9876	0.6873
NCBI375		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	591	2364.0	23371	200.0	43.3	-0.63	9273	9896	0.6873
NCBI374		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	604	2416.0	23371	200.0	43.3	-0.63	9273	9902	0.6864
NCBI373		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	556	2224.0	23371	200.0	42.3	-0.66	9252	9879	0.6802
NCBI372		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	536	2144.0	23371	200.0	44.6	-0.6	9260	9876	0.6983
NCBI371		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	620	2480.0	23371	200.0	43.0	-0.64	9264	9899	0.6844
NCBI370		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	576	2304.0	23371	200.0	43.1	-0.64	9273	9883	0.6858
NCBI369		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	589	2356.0	23371	200.0	43.8	-0.62	9281	9895	0.6905
NCBI368		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	604	2416.0	23371	200.0	43.3	-0.63	9281	9903	0.6867
NCBI367		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	574	2296.0	23371	200.0	43.4	-0.63	9267	9892	0.6877
NCBI366		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	639	2556.0	23371	200.0	44.0	-0.61	9260	9894	0.6929
NCBI365		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	617	2468.0	23371	200.0	43.1	-0.64	9266	9887	0.6862
NCBI364		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	606	2424.0	23371	200.0	42.7	-0.65	9245	9856	0.6844
NCBI363		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	508	2032.0	23371	200.0	42.7	-0.65	9302	9868	0.6818
NCBI362		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	549	2196.0	23371	200.0	42.7	-0.65	9282	9878	0.6825
NCBI361		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	534	2136.0	23371	200.0	44.1	-0.61	9329	9882	0.6918
NCBI360		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	508	2032.0	23371	200.0	42.6	-0.65	9289	9890	0.681
NCBI359		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	494	1976.0	23371	200.0	44.2	-0.61	9302	9891	0.6932
NCBI358		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	460	1840.0	23371	200.0	44.4	-0.6	9286	9908	0.6946
NCBI357		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	469	1876.0	23371	200.0	43.7	-0.62	9305	9887	0.689
NCBI356		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	462	1848.0	23371	200.0	42.8	-0.65	9261	9881	0.6837
NCBI355		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	450	1800.0	23371	200.0	42.8	-0.65	9270	9873	0.6837
NCBI354		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	527	2108.0	23371	200.0	43.1	-0.64	9280	9897	0.6853
NCBI353		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	548	2192.0	23371	200.0	43.3	-0.63	9261	9891	0.6878
NCBI352		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	524	2096.0	23371	200.0	43.0	-0.64	9274	9873	0.6856
NCBI351		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	484	1936.0	23371	200.0	43.2	-0.64	9267	9882	0.6865
NCBI350		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	490	1960.0	23371	200.0	43.8	-0.62	9256	9851	0.6932
NCBI349		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	478	1912.0	23371	200.0	44.0	-0.61	9237	9865	0.6952
NCBI348		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	479	1916.0	23371	200.0	43.3	-0.63	9268	9878	0.6881
NCBI347		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	428	1712.0	23371	200.0	43.9	-0.62	9244	9879	0.6933
NCBI346		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	419	1676.0	23371	200.0	43.6	-0.63	9244	9874	0.6912
NCBI345		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	386	1544.0	23371	200.0	44.5	-0.6	9305	9840	0.6971
NCBI344		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	406	1624.0	23371	200.0	44.0	-0.62	9324	9878	0.6909
NCBI343		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	237	948.0	23371	200.0	43.3	-0.63	9300	9849	0.6878
NCBI342		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	250	1000.0	23371	200.0	43.5	-0.63	9314	9918	0.6862
NCBI341		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	279	1116.0	23371	200.0	45.0	-0.59	9310	9868	0.7001
NCBI340		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	276	1104.0	23371	200.0	43.4	-0.63	9304	9849	0.6884
NCBI339		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	245	980.0	23371	200.0	44.1	-0.61	9319	9853	0.6929
NCBI338		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	240	960.0	23371	200.0	43.9	-0.62	9306	9867	0.6911
NCBI337		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	188	752.0	23371	200.0	43.9	-0.62	9307	9868	0.6916
NCBI336		Brain	Brain	Spatial Transcriptomics	Healthy	skip	non_cancer	214	856.0	23371	200.0	45.4	-0.58	9311	9913	0.701
NCBI335		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(38)	38	152.0	12572	200.0	43.8	-0.62	9340	9942	0.687
NCBI334		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(77)	77	308.0	13357	200.0	44.5	-0.6	9322	9923	0.6935
NCBI333		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(31)	31	124.0	12907	200.0	42.7	-0.65	9314	9914	0.6803
NCBI332		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(60)	60	240.0	13541	200.0	43.3	-0.63	9293	9892	0.6867
NCBI331		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(23)	23	92.0	14365	200.0	43.3	-0.63	9292	9891	0.6864
NCBI329		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(82)	82	328.0	14173	200.0	43.4	-0.63	9340	9942	0.6834
NCBI328		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(92)	92	368.0	14139	200.0	46.1	-0.56	9319	9920	0.7061
NCBI327		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(87)	87	348.0	13721	200.0	44.0	-0.61	9256	9853	0.6949
NCBI326		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(42)	42	168.0	14203	200.0	44.0	-0.62	9334	9936	0.6884
NCBI325		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(99)	99	396.0	14548	200.0	42.7	-0.65	9328	9929	0.6794
NCBI324		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(87)	87	348.0	13970	200.0	44.3	-0.6	9313	9913	0.693
NCBI323		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(100)	100	400.0	13832	200.0	44.6	-0.6	9318	9919	0.6949
NCBI322		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(80)	80	320.0	13504	200.0	46.2	-0.55	9267	9864	0.7108
NCBI321		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(52)	52	208.0	11353	200.0	43.4	-0.63	9322	9923	0.6852
NCBI320		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(62)	62	248.0	11633	200.0	44.3	-0.61	9362	9966	0.6891
NCBI319		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(57)	57	228.0	10784	200.0	44.4	-0.6	9299	9898	0.6948
NCBI318		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(54)	54	216.0	11245	200.0	44.4	-0.6	9283	9881	0.6961
NCBI317		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(99)	99	396.0	13176	200.0	42.5	-0.66	9320	9921	0.6779
NCBI316		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(59)	59	236.0	11099	200.0	43.3	-0.63	9289	9888	0.6863
NCBI315		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(62)	62	248.0	11652	200.0	44.9	-0.59	9351	9954	0.6946
NCBI314		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(91)	91	364.0	12391	200.0	44.4	-0.6	9411	10018	0.6866
NCBI313		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(97)	97	388.0	11607	200.0	43.7	-0.62	9344	9946	0.6861
NCBI312		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(99)	99	396.0	13046	200.0	44.6	-0.6	9392	9997	0.6893
NCBI311		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(78)	78	312.0	12955	200.0	43.7	-0.62	9308	9908	0.6886
NCBI310		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(81)	81	324.0	12381	200.0	44.9	-0.59	9312	9912	0.6977
NCBI309		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(82)	82	328.0	11596	200.0	44.4	-0.6	9318	9919	0.6934
NCBI308		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(89)	89	356.0	12460	200.0	43.3	-0.63	9284	9882	0.6872
NCBI307		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(88)	88	352.0	12385	200.0	44.3	-0.61	9353	9956	0.6894
NCBI306		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(72)	72	288.0	12038	200.0	43.3	-0.63	9337	9939	0.6829
NCBI305		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(86)	86	344.0	13040	200.0	45.5	-0.57	9411	10018	0.6947
NCBI304		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(87)	87	348.0	11807	200.0	43.8	-0.62	9289	9888	0.6906
NCBI303		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(82)	82	328.0	11193	200.0	44.8	-0.59	9287	9886	0.6982
NCBI302		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(99)	99	396.0	12765	200.0	43.4	-0.63	9329	9930	0.6848
NCBI301		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(101)	101	404.0	12631	200.0	44.2	-0.61	9323	9924	0.691
NCBI300		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(138)	138	552.0	14215	200.0	42.9	-0.65	9299	9898	0.6825
NCBI299		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(112)	112	448.0	13113	200.0	42.9	-0.64	9297	9896	0.683
NCBI298		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(123)	123	492.0	13237	200.0	43.5	-0.63	9282	9880	0.689
NCBI297		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(121)	121	484.0	13591	200.0	42.7	-0.65	9248	9844	0.6851
NCBI296		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(146)	146	584.0	13700	200.0	43.7	-0.62	9319	9920	0.6876
NCBI295		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(137)	137	548.0	13678	200.0	42.1	-0.67	9328	9929	0.6742
NCBI294		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(157)	157	628.0	13426	200.0	43.3	-0.64	9290	9889	0.6862
NCBI293		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(158)	158	632.0	12957	200.0	43.8	-0.62	9332	9934	0.6872
NCBI292		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(158)	158	632.0	12902	200.0	42.8	-0.65	9312	9912	0.6809
NCBI291		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(165)	165	660.0	13467	200.0	43.6	-0.63	9308	9908	0.6874
NCBI290		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(182)	182	728.0	13250	200.0	45.4	-0.58	9336	9938	0.6995
NCBI289		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(161)	161	644.0	13208	200.0	46.7	-0.54	9345	9947	0.7084
NCBI288		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(107)	107	428.0	12777	200.0	43.6	-0.63	9328	9929	0.6862
NCBI287		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	258	1032.0	13707	200.0	44.0	-0.61	9343	9945	0.6885
NCBI286		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	270	1080.0	13822	200.0	43.8	-0.62	9328	9929	0.6877
NCBI285		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(151)	151	604.0	14217	200.0	43.7	-0.62	9279	9877	0.6906
NCBI284		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(161)	161	644.0	15064	200.0	42.7	-0.65	9348	9951	0.6779
NCBI283		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(179)	179	716.0	14970	200.0	43.3	-0.63	9352	9955	0.6821
